id,customer_id,amount,res_hour,tr_type_str,mcc_code_str
1285,52220754,-9163.3398,12,TRT1010,MCC5813
1286,52220754,-729.91998,16,TRT1110,MCC5499
1287,52220754,-606.40002,16,TRT1110,MCC5499
1288,52220754,-2245.9199,5,TRT2010,MCC6011
1289,52220754,-3144.28,5,TRT1030,MCC4814
1290,52220754,67377.469,12,TRT7070,MCC6010
1291,52220754,-7074.6299,14,TRT1010,MCC5912
1292,52220754,-1504.76,14,TRT1010,MCC5411
1293,52220754,-33688.738,14,TRT2010,MCC6011
1294,52220754,-6737.75,16,TRT1110,MCC5814
1295,52220754,-3593.47,5,TRT1010,MCC5912
1296,52220754,-1504.76,8,TRT1010,MCC5411
1297,52220754,-7097.0898,11,TRT1110,MCC5541
1298,52220754,-3031.99,11,TRT1110,MCC5812
1299,52220754,58393.809,9,TRT7030,MCC6010
1300,52220754,-5502.4902,15,TRT1010,MCC5912
1301,52220754,-13610.92,16,TRT1010,MCC5411
1302,52220754,-1325090.3,18,TRT2330,MCC4829
1303,52220754,-898366.31,18,TRT2010,MCC6011
1304,52220754,-716.45001,11,TRT1010,MCC5411
1305,52220754,-11343.67,15,TRT1010,MCC5411
1306,52220754,-11229.58,14,TRT2330,MCC4829
1307,52220754,-1504.76,14,TRT1010,MCC5411
1308,52220754,-1482.3,8,TRT1110,MCC5943
1309,52220754,-6701.8101,8,TRT1010,MCC5912
1310,52220754,-4491.8301,8,TRT2010,MCC6011
1311,52220754,-1122957.9,12,TRT2330,MCC4829
1312,52220754,-1122957.9,12,TRT2010,MCC6011
1313,52220754,-4491.8301,12,TRT2010,MCC6011
1314,52220754,202132.42,16,TRT7070,MCC6010
1315,52220754,-23653.311,16,TRT1010,MCC5411
1316,52220754,-6142.5801,16,TRT1010,MCC5912
1317,52220754,-15833.71,19,TRT1110,MCC5812
1318,52220754,-4491.8301,5,TRT1030,MCC4814
1319,52220754,-8983.6602,5,TRT2010,MCC6011
1320,52220754,-67377.469,6,TRT2010,MCC6011
1321,52220754,224591.58,7,TRT7070,MCC6010
1322,52220754,-291969.06,9,TRT2010,MCC6011
1323,52220754,44918.32,12,TRT7070,MCC6010
1324,52220754,-4626.5898,12,TRT1010,MCC5812
1325,52220754,-336.89001,12,TRT1010,MCC5812
1326,52220754,-6737.75,14,TRT2010,MCC6011
1327,52220754,-2369.4399,14,TRT1010,MCC5411
1328,52220754,-898366.31,16,TRT2010,MCC6011
1329,52220754,-1055580.4,16,TRT2330,MCC4829
1330,52220754,-224591.58,16,TRT2010,MCC6011
1331,52220754,-10692.13,16,TRT1010,MCC5411
1332,52220754,-4491.8301,16,TRT2010,MCC6011
1333,52220754,-2719.8,17,TRT1010,MCC5912
1334,52220754,67377.469,13,TRT7070,MCC6010
1335,52220754,-56147.891,13,TRT1110,MCC5533
1336,52220754,-898366.31,14,TRT2010,MCC6011
1337,52220754,-449183.16,14,TRT2330,MCC4829
1338,52220754,-224591.58,14,TRT2010,MCC6011
1339,52220754,-4761.3398,16,TRT1010,MCC5812
1340,52220754,-3773.1399,16,TRT1010,MCC5812
1341,52220754,-1504.76,17,TRT1010,MCC5411
1342,52220754,-1504.76,16,TRT1110,MCC5499
1343,52220754,-1122957.9,17,TRT2010,MCC6011
1344,52220754,-1122957.9,17,TRT2330,MCC4829
1345,52220754,-1122957.9,17,TRT2330,MCC4829
1346,52220754,-1504.76,9,TRT1010,MCC5411
1347,52220754,-224591.58,10,TRT2010,MCC6011
1348,52220754,224591.58,10,TRT7030,MCC6010
1349,52220754,673774.75,10,TRT7030,MCC6010
1350,52220754,-898366.31,10,TRT2010,MCC6011
1351,52220754,-1122957.9,18,TRT2330,MCC4829
1352,52220754,-1122957.9,18,TRT2330,MCC4829
1353,52220754,-2245915.8,6,TRT2330,MCC4829
1354,52220754,-898366.31,6,TRT2010,MCC6011
1355,52220754,-224591.58,6,TRT2010,MCC6011
1356,52220754,-830988.81,10,TRT2010,MCC6011
1357,52220754,-20213.24,10,TRT2010,MCC6011
1358,52220754,249296.66,10,TRT7030,MCC6010
1359,52220754,-249296.66,13,TRT2010,MCC6011
1360,52220754,21336.199,8,TRT7070,MCC6010
1361,52220754,-17967.33,8,TRT1010,MCC5983
1362,52220754,23582.119,10,TRT7070,MCC6010
1363,52220754,-17495.68,15,TRT1010,MCC5912
1364,52220754,-7632.7402,15,TRT1010,MCC5411
1365,52220754,224591.58,15,TRT7070,MCC6010
1366,52220754,-13497.28,16,TRT1010,MCC5411
1367,52220754,-2910.71,16,TRT1010,MCC5411
1368,52220754,-20168.32,9,TRT1110,MCC5941
1369,52220754,-18641.1,11,TRT1110,MCC5814
1370,52220754,-10847.77,17,TRT1010,MCC5411
1371,52220754,-145984.53,17,TRT2010,MCC6011
1372,52220754,3705.76,7,TRT6010,MCC5411
1373,52220754,336887.38,9,TRT7070,MCC6010
1374,52220754,-336887.38,9,TRT2330,MCC4829
1375,52220754,-3503.6299,14,TRT1010,MCC5812
1376,52220754,-4806.2598,14,TRT1110,MCC5812
1377,52220754,-5727.0898,14,TRT1110,MCC5812
1378,52220754,-3660.8401,5,TRT1010,MCC5912
1379,52220754,22459.16,6,TRT7070,MCC6010
1380,52220754,-19932.949,6,TRT1110,MCC6300
1381,52220754,22459.16,7,TRT7070,MCC6010
1382,52220754,269509.88,10,TRT7070,MCC6010
1383,52220754,-7209.3901,11,TRT1010,MCC5812
1384,52220754,-14598.45,16,TRT1010,MCC5541
1385,52220754,-1504.76,16,TRT1010,MCC5541
1386,52220754,-1122957.9,17,TRT2330,MCC4829
1387,52220754,-1122957.9,17,TRT2330,MCC4829
1388,52220754,-1122957.9,17,TRT2010,MCC6011
1389,52220754,-14816.31,18,TRT1010,MCC5411
1390,52220754,-2897.23,2,TRT1110,MCC5814
1391,52220754,-202132.42,5,TRT2010,MCC6011
1392,52220754,-5614.79,12,TRT1110,MCC5812
1393,52220754,-3189.2,12,TRT1110,MCC5541
1394,52220754,-6129.1001,17,TRT1010,MCC5411
1395,52220754,-3716.99,6,TRT1010,MCC5411
1396,52220754,-112295.79,6,TRT2010,MCC6011
1397,52220754,-14598.45,6,TRT1010,MCC5541
1398,52220754,-3811.3201,8,TRT1010,MCC5912
1399,52220754,224591.58,11,TRT7070,MCC6010
1400,52220754,-269509.88,12,TRT2010,MCC6011
1401,52220754,-44918.32,14,TRT2010,MCC6011
1402,52220754,-6782.6699,18,TRT1010,MCC5411
1403,52220754,-2001.5601,9,TRT1010,MCC5943
1404,52220754,336887.38,11,TRT7070,MCC6010
1405,52220754,-4649.0498,11,TRT1110,MCC5812
1406,52220754,-11229.58,11,TRT1010,MCC7832
1407,52220754,-16934.199,13,TRT1010,MCC5912
1408,52220754,43121.578,16,TRT7070,MCC6010
1409,52220754,-9163.3398,17,TRT1010,MCC5411
1410,52220754,-4401.9902,18,TRT1010,MCC5813
1411,52220754,-11229.58,10,TRT1030,MCC4814
1412,52220754,-11229.58,10,TRT1030,MCC4814
1413,52220754,-51656.059,11,TRT2010,MCC6011
1414,52220754,-19067.82,11,TRT1110,MCC5941
1415,52220754,-20213.24,11,TRT2010,MCC6011
1416,52220754,-3469.9399,12,TRT1010,MCC5912
1417,52220754,-12240.24,14,TRT1110,MCC5812
1418,52220754,-23368.75,5,TRT1110,MCC5541
1419,52220754,-13475.49,5,TRT2010,MCC6011
1420,52220754,-1504.76,16,TRT1010,MCC5411
1421,52220754,-5652.9702,17,TRT1010,MCC5411
1422,52220754,-10668.1,5,TRT1110,MCC8099
1423,52220754,-14149.27,6,TRT1010,MCC5912
1424,52220754,-101066.21,8,TRT2330,MCC4829
1425,52220754,134754.95,14,TRT7070,MCC6010
1426,52220754,-33688.738,14,TRT2010,MCC6011
1427,52220754,-112295.79,14,TRT2330,MCC4829
1428,52220754,-22459.16,14,TRT2010,MCC6011
1429,52220754,-6378.3999,15,TRT1010,MCC5411
1430,52220754,-1122957.9,8,TRT2330,MCC4829
1431,52220754,-1122957.9,8,TRT2010,MCC6011
1432,52220754,-1122957.9,7,TRT2010,MCC6011
1433,52220754,-673774.75,7,TRT2330,MCC4829
1434,52220754,224591.58,15,TRT7070,MCC6010
1435,52220754,-134754.95,16,TRT2330,MCC4829
1436,52220754,-22459.16,6,TRT2010,MCC6011
1437,52220754,-11903.35,16,TRT1010,MCC5812
1438,52220754,-21560.789,4,TRT1110,MCC5541
1439,52220754,-1325.09,4,TRT1110,MCC5541
1440,52220754,-11229.58,6,TRT2330,MCC4829
1441,52220754,-10106.62,16,TRT1010,MCC5992
1442,52220754,67377.469,14,TRT7070,MCC6010
1443,52220754,-25715.74,16,TRT1010,MCC5812
1444,52220754,-6513.1602,18,TRT1010,MCC5812
1445,52220754,-17742.73,19,TRT1010,MCC5691
1446,52220754,-9432.8496,20,TRT1110,MCC3501
1447,52220754,-5749.54,11,TRT1010,MCC5814
1448,52220754,-1594.6,15,TRT1010,MCC5411
1449,52220754,-2032.55,9,TRT1110,MCC5411
1450,52220754,-1594.6,16,TRT1010,MCC5499
1451,52220754,112295.79,9,TRT6110,MCC6536
1452,52220754,-1504.76,11,TRT1010,MCC5411
1453,52220754,-3541.8101,17,TRT1010,MCC5912
1454,52220754,-67377.469,8,TRT2010,MCC6011
1455,52220754,-7058.9102,13,TRT1110,MCC5499
1456,52220754,-2245.9199,13,TRT1110,MCC5814
1457,52220754,-7276.77,13,TRT1010,MCC5814
1458,52220754,-1504.76,13,TRT1010,MCC5411
1459,52220754,-26950.99,5,TRT2010,MCC6011
1460,52220754,202132.42,6,TRT7070,MCC6010
1461,52220754,-179673.27,6,TRT2010,MCC6011
1462,52220754,-22459.16,9,TRT2010,MCC6011
1463,52220754,-1594.6,13,TRT1010,MCC5411
1464,52220754,269509.88,11,TRT7070,MCC6010
1465,52220754,-13789.92,4,TRT1110,MCC5814
1466,52220754,-3009.53,4,TRT1010,MCC5912
1467,52220754,-1594.6,5,TRT1010,MCC5499
1468,52220754,-20213.24,5,TRT2010,MCC6011
1469,52220754,336887.38,14,TRT7070,MCC6010
1470,52220754,-336887.38,17,TRT2330,MCC4829
1471,52220754,-205501.3,17,TRT2330,MCC4829
1472,52220754,-1594.6,17,TRT1010,MCC5411
1473,52220754,-8983.6602,10,TRT2010,MCC6011
1474,52220754,-11223.29,10,TRT1010,MCC5983
1475,52220754,-5592.3301,12,TRT1110,MCC5411
1476,52220754,-866923.5,17,TRT2010,MCC6011
1477,52220754,-673774.75,10,TRT2010,MCC6011
1478,52220754,-449183.16,10,TRT2010,MCC6011
1479,52220754,-1122957.9,10,TRT2010,MCC6011
1480,52220754,-673774.75,9,TRT2010,MCC6011
1481,52220754,-449183.16,9,TRT2010,MCC6011
1482,52220754,673774.75,15,TRT7010,MCC6011
1483,52220754,6737.75,15,TRT7070,MCC6010
1484,52220754,-6737.75,15,TRT4051,MCC4829
1485,52220754,-673774.75,15,TRT2331,MCC4829
1486,52220754,157214.09,13,TRT7010,MCC6011
1487,52220754,2245.9199,13,TRT7010,MCC6011
1488,52220754,-157214.09,13,TRT2330,MCC4829
1489,52220754,67377.469,11,TRT7010,MCC6011
1490,52220754,-4491.8301,11,TRT1030,MCC4814
1491,52220754,-4491.8301,11,TRT1030,MCC4814
1492,52220754,-4199.8599,12,TRT1010,MCC5912
1493,52220754,-898366.31,19,TRT2010,MCC6011
1494,52220754,-291969.06,19,TRT2330,MCC4829
1495,52220754,-224591.58,19,TRT2010,MCC6011
1496,52220754,-13700.09,14,TRT1110,MCC5814
1497,52220754,-9320.5498,14,TRT1110,MCC5814
1498,52220754,67377.469,13,TRT7070,MCC6010
1499,52220754,-7142.0098,13,TRT1110,MCC5541
1500,52220754,-49410.148,14,TRT2010,MCC6011
1501,52220754,-2596.28,16,TRT1010,MCC5411
1502,52220754,-4333.4902,16,TRT1010,MCC5812
1503,52220754,44918.32,14,TRT7070,MCC6010
1504,52220754,-14138.04,14,TRT1010,MCC5411
1505,52220754,-1594.6,15,TRT1010,MCC5411
1506,52220754,-26075.08,18,TRT1110,MCC5411
1507,52220754,-718.69,4,TRT1010,MCC5541
1508,52220754,-7142.0098,4,TRT1010,MCC5541
1509,52220754,112295.79,10,TRT7070,MCC6010
1510,52220754,-22459.16,12,TRT2010,MCC6011
1511,52220754,-44918.32,14,TRT2330,MCC4829
1512,52220754,-15339.6,16,TRT1010,MCC5411
1513,52220754,-8803.9902,16,TRT1110,MCC5921
1514,52220754,-7175.7002,17,TRT1110,MCC5541
1515,52220754,-6704.0601,9,TRT1110,MCC5411
1516,52220754,-3481.1699,11,TRT1110,MCC5814
1517,52220754,-4267.2402,12,TRT1110,MCC7997
1518,52220754,67377.469,13,TRT7010,MCC6011
1519,52220754,-67377.469,13,TRT2330,MCC4829
1520,52220754,224591.58,13,TRT7070,MCC6010
1521,52220754,-22459.16,15,TRT2330,MCC4829
1522,52220754,-89836.633,15,TRT2330,MCC4829
1523,52220754,-89836.633,15,TRT2010,MCC6011
1524,52220754,-5255.4399,15,TRT1010,MCC5411
1525,52220754,-11162.2,15,TRT1010,MCC5813
1526,52220754,-1594.6,15,TRT1010,MCC5813
1527,52220754,22459.16,15,TRT7070,MCC6010
1528,52220754,-9061.8203,15,TRT1010,MCC5411
1529,52220754,-9500.2197,15,TRT1010,MCC5813
1530,52220754,-4491.8301,4,TRT1030,MCC4814
1531,52220754,-4491.8301,4,TRT1030,MCC4814
1532,52220754,-22459.16,18,TRT2330,MCC4829
1533,52220754,-898366.31,18,TRT2010,MCC6011
1534,52220754,-224591.58,18,TRT2010,MCC6011
1535,52220754,786070.5,9,TRT7010,MCC6011
1536,52220754,-168443.69,9,TRT2330,MCC4829
1537,52220754,-57742.488,14,TRT1110,MCC5411
1538,52220754,-2088.7,8,TRT1010,MCC5912
1539,52220754,-1998.87,9,TRT1110,MCC5541
1540,52220754,-14351.4,9,TRT1110,MCC5541
1541,52220754,-49163.102,10,TRT1010,MCC5691
1542,52220754,-17439.76,18,TRT1010,MCC5411
1543,52220754,-5502.4902,18,TRT1010,MCC5813
1544,52220754,-18438.971,7,TRT1110,MCC5921
1545,52220754,-11162.2,9,TRT1010,MCC5812
1546,52220754,-3593.47,12,TRT1110,MCC5541
1547,52220754,-1091.52,20,TRT1110,MCC5411
1548,52220754,-1161.14,20,TRT1110,MCC5411
1549,52220754,-741.15002,20,TRT1110,MCC5411
1550,52220754,-148297.81,21,TRT1110,MCC5411
1551,52220754,-6737.75,11,TRT1030,MCC4814
1552,52220754,-4491.8301,11,TRT1030,MCC4814
1553,52220754,-4491.8301,11,TRT1030,MCC4814
1554,52220754,-22459.16,16,TRT2010,MCC6011
1555,52220754,-112295.79,6,TRT2330,MCC4829
1556,52220754,-1594.6,7,TRT1010,MCC5411
1557,52220754,-61596.488,15,TRT1010,MCC5641
1558,52220754,-224.59,15,TRT4051,MCC4829
1559,52220754,-22459.16,15,TRT2331,MCC4829
1560,52220754,-15721.41,16,TRT2010,MCC6011
1561,52220754,-8983.6602,19,TRT2010,MCC6011
1562,52220754,22459.16,15,TRT7010,MCC6011
1563,52220754,-28747.721,15,TRT2330,MCC4829
1564,52220754,336887.38,13,TRT7070,MCC6010
1565,52220754,-336887.38,15,TRT2330,MCC4829
1566,52220754,-1122957.9,12,TRT2010,MCC6011
1567,52220754,-714201.25,12,TRT2330,MCC4829
1568,52220754,-3279.04,7,TRT1110,MCC5411
1569,52220754,112295.79,11,TRT7070,MCC6010
1570,52220754,-9882.0303,14,TRT1010,MCC5812
1571,52220754,-3887.01,16,TRT1010,MCC5411
1572,52220754,-22387.961,17,TRT1010,MCC5411
1573,52220754,-10443.51,17,TRT1010,MCC5912
1574,52220754,-15901.08,11,TRT1010,MCC5912
1575,52220754,-7595.9102,11,TRT1010,MCC5411
1576,52220754,-39113.07,13,TRT1110,MCC5411
1577,52220754,1796732.6,7,TRT7070,MCC6010
1578,52220754,-9432.8496,10,TRT1110,MCC5814
1579,52220754,-382165.03,11,TRT1110,MCC4722
1580,52220754,-157214.09,11,TRT2010,MCC6011
1581,52220754,-10962.76,11,TRT1010,MCC5411
1582,52220754,-76608.188,16,TRT1010,MCC5661
1583,52220754,-10005.55,16,TRT1010,MCC5812
1584,52220754,-11229.58,16,TRT2010,MCC6011
1585,52220754,-261649.19,17,TRT1110,MCC5691
1586,52220754,-27737.061,7,TRT1010,MCC5812
1587,52220754,-55855.93,9,TRT1110,MCC5651
1588,52220754,-11319.42,13,TRT1110,MCC5411
1589,52220754,-15002.72,16,TRT1010,MCC5814
1590,52220754,-8467.0996,12,TRT1110,MCC5812
1591,52220754,-89836.633,14,TRT2010,MCC6011
1592,52220754,1122957.9,16,TRT7070,MCC6010
1593,52220754,-202132.42,16,TRT2010,MCC6011
1594,52220754,-32453.48,14,TRT1110,MCC5812
1595,52220754,-693426.5,14,TRT1110,MCC7011
1596,52220754,-10061.7,16,TRT1110,MCC5812
1597,52220754,-224591.58,10,TRT2011,MCC6011
1598,52220754,-1684.4399,10,TRT4011,MCC6011
1599,52220754,-67355.008,20,TRT1010,MCC5699
1600,52220754,-46670.129,21,TRT1110,MCC5812
1601,52220754,-150476.36,10,TRT1010,MCC5942
1602,52220754,224591.58,11,TRT7070,MCC6010
1603,52220754,-2526.6599,12,TRT4011,MCC6011
1604,52220754,-336887.38,12,TRT2011,MCC6011
1605,52220754,-13363.2,13,TRT1010,MCC5812
1606,52220754,-24929.67,19,TRT1110,MCC5812
1607,52220754,-14935.34,11,TRT1110,MCC5691
1608,52220754,-27849.359,11,TRT1110,MCC5691
1609,52220754,-11605.1,16,TRT1010,MCC5411
1610,52220754,-14638.88,16,TRT1010,MCC5411
1611,52220754,-3076.8999,16,TRT1010,MCC5912
1612,52220754,-11229.58,5,TRT1030,MCC4814
1613,52220754,-4491.8301,5,TRT1030,MCC4814
1614,52220754,-2490.72,5,TRT1010,MCC5411
1615,52220754,-13785.43,5,TRT1010,MCC5912
1616,52220754,-11678.76,6,TRT1110,MCC8099
1617,52220754,-2245.9199,10,TRT1110,MCC5812
1618,52220754,-7114.1602,12,TRT1010,MCC5411
1619,52220754,-44918.32,12,TRT2010,MCC6011
1620,52220754,-3795.6001,13,TRT1110,MCC5411
1621,52220754,-2088.7,20,TRT1010,MCC5813
1622,52220754,-4087.5701,10,TRT1010,MCC5812
1623,52220754,-6850.04,13,TRT1010,MCC5499
1624,52220754,-19843.34,14,TRT1010,MCC5912
1625,52220754,44918.32,5,TRT7010,MCC6011
1626,52220754,-44918.32,5,TRT2330,MCC4829
1627,52220754,44918.32,15,TRT7070,MCC6010
1628,52220754,-21953.83,15,TRT1110,MCC5411
1629,52220754,-3862.98,12,TRT1010,MCC5912
1630,52220754,-4491.8301,6,TRT1030,MCC4814
1631,52220754,-6737.75,6,TRT1030,MCC4814
1632,52220754,-7654.0801,6,TRT1010,MCC5411
1633,52220754,-2683.8701,6,TRT1010,MCC5912
1634,52220754,-3189.2,7,TRT1010,MCC5411
1635,52220754,44918.32,10,TRT7070,MCC6010
1636,52220754,-14351.4,11,TRT1110,MCC5541
1637,52220754,-15496.82,12,TRT1110,MCC5661
1638,52220754,-8599.6104,17,TRT1010,MCC5411
1639,52220754,-2470.51,3,TRT1110,MCC7298
1640,52220754,157214.09,12,TRT7010,MCC6011
1641,52220754,-157214.09,12,TRT2330,MCC4829
1642,52220754,-1998.87,5,TRT1110,MCC5541
1643,52220754,-671528.81,11,TRT2010,MCC6011
1644,52220754,22459.16,9,TRT7070,MCC6010
1645,52220754,-22459.16,14,TRT2010,MCC6011
1646,52220754,22459.16,5,TRT7070,MCC6010
1647,52220754,-10763.55,5,TRT1110,MCC5541
1648,52220754,-3997.73,5,TRT1110,MCC5541
1649,52220754,-1594.6,15,TRT1010,MCC5999
1650,52220754,-4491.8301,12,TRT2010,MCC6011
1651,52220754,-1808.1899,12,TRT1010,MCC5411
1652,52220754,22459.16,14,TRT7070,MCC6010
1653,52220754,-6872.5,17,TRT1010,MCC5813
1654,52220754,-1706.9,11,TRT1010,MCC5499
1655,52220754,336887.38,15,TRT7070,MCC6010
1656,52220754,-89836.633,15,TRT2010,MCC6011
1657,52220754,-112295.79,15,TRT2330,MCC4829
1658,52220754,-12577.13,16,TRT1010,MCC7832
1659,52220754,-11948.27,16,TRT1010,MCC5814
1660,52220754,-33688.738,5,TRT2010,MCC6011
1661,52220754,-13857.3,9,TRT1110,MCC5411
1662,52220754,-33688.738,10,TRT2330,MCC4829
1663,52220754,112295.79,12,TRT7010,MCC6011
1664,52220754,-112295.79,12,TRT2330,MCC4829
1665,52220754,-7231.8501,14,TRT1110,MCC5411
1666,52220754,-35934.648,5,TRT2010,MCC6011
1667,52220754,-898366.31,7,TRT2010,MCC6011
1668,52220754,-224591.58,7,TRT2010,MCC6011
1669,52220754,22459.16,14,TRT7070,MCC6010
1670,52220754,-7681.0298,14,TRT1110,MCC5541
1671,52220754,-4491.8301,15,TRT1110,MCC5814
1672,52220754,-4222.3198,16,TRT1010,MCC5814
1673,52220754,-6737.75,17,TRT2010,MCC6011
1674,52220754,22459.16,5,TRT7070,MCC6010
1675,52220754,-16282.89,5,TRT1110,MCC5541
1676,52220754,-3413.79,13,TRT1010,MCC5411
1677,52220754,56147.891,9,TRT7070,MCC6010
1678,52220754,47164.23,18,TRT7070,MCC6010
1679,52220754,-53699.852,18,TRT1110,MCC5812
1680,52220754,-2245.9199,5,TRT2010,MCC6011
1681,52220754,-11229.58,12,TRT2010,MCC6011
1682,52220754,-15691.76,13,TRT1110,MCC5541
1683,52220754,-4709.6899,15,TRT1010,MCC5411
1684,52220754,-3818.0601,15,TRT1010,MCC5813
1685,52220754,-1706.9,6,TRT1010,MCC5499
1686,52220754,-11011.73,16,TRT1010,MCC5411
1687,52220754,-1706.9,18,TRT1010,MCC5411
1688,52220754,449183.16,13,TRT7070,MCC6010
1689,52220754,-381805.69,13,TRT2010,MCC6011
1690,52220754,-21897.68,15,TRT1010,MCC5541
1691,52220754,-24705.07,5,TRT1110,MCC8099
1692,52220754,24705.07,5,TRT1110,MCC8099
1693,52220754,-8983.6602,5,TRT1110,MCC8099
1694,52220754,-3034.9099,11,TRT1110,MCC5411
1695,52220754,-3413.79,14,TRT1010,MCC5499
1696,52220754,-4222.3198,8,TRT1010,MCC5499
1697,52220754,-561.47998,17,TRT1010,MCC5411
1698,52220754,-20213.24,18,TRT2010,MCC6011
1699,52220754,718693.06,11,TRT7010,MCC6011
1700,52220754,-572708.5,11,TRT2331,MCC4829
1701,52220754,-5727.0898,11,TRT4051,MCC4829
1702,52220754,-14712.99,18,TRT1010,MCC5411
1703,52220754,-1212.79,11,TRT1010,MCC5912
1704,52220754,-12751.64,17,TRT1010,MCC5411
1705,52220754,-4873.6401,17,TRT1010,MCC5813
1706,52220754,-14598.45,4,TRT1110,MCC5541
1707,52220754,-606.40002,7,TRT1010,MCC5912
1708,52220754,-12217.78,9,TRT1010,MCC5812
1709,52220754,-4491.8301,9,TRT1030,MCC4814
1710,52220754,-4491.8301,9,TRT1030,MCC4814
1711,52220754,-4491.8301,9,TRT1030,MCC4814
1712,52220754,-67377.469,9,TRT2010,MCC6011
1713,52220754,370576.09,7,TRT7010,MCC6011
1714,52220754,60639.73,7,TRT7010,MCC6011
1715,52220754,-2470.51,8,TRT1010,MCC5331
1716,52220754,-4689.4702,8,TRT1010,MCC5411
1717,52220754,-12195.32,14,TRT1110,MCC5211
1718,52220754,-2288.5901,15,TRT1010,MCC5411
1719,52220754,-21381.119,17,TRT1010,MCC5813
1720,52220754,-12419.02,6,TRT1010,MCC5411
1721,52220754,-15025.18,6,TRT1110,MCC5541
1722,52220754,-179673.27,6,TRT2331,MCC4829
1723,52220754,-1796.73,6,TRT4051,MCC4829
1724,52220754,-22459.16,8,TRT2010,MCC6011
1725,52220754,-4702.7202,10,TRT1010,MCC5499
1726,52220754,-4424.4502,14,TRT1010,MCC5211
1727,52220754,-112295.79,14,TRT2010,MCC6011
1728,52220754,-11855.07,15,TRT1010,MCC5411
1729,52220754,-898366.31,18,TRT2010,MCC6011
1730,52220754,-224591.58,18,TRT2330,MCC4829
1731,52220754,-224591.58,18,TRT2010,MCC6011
1732,52220754,-1706.9,4,TRT1010,MCC5411
1733,52220754,-3413.79,15,TRT1010,MCC5411
1734,52220754,336887.38,16,TRT7070,MCC6010
1735,52220754,-6782.6699,21,TRT1110,MCC5411
1736,52220754,-112295.79,8,TRT2010,MCC6011
1737,52220754,-224591.58,8,TRT2331,MCC4829
1738,52220754,-2245.9199,8,TRT4051,MCC4829
1739,52220754,-4493.1802,8,TRT1010,MCC5499
1740,52220754,-6591.7598,17,TRT1010,MCC5411
1741,52220754,22459.16,9,TRT7010,MCC6011
1742,52220754,-22459.16,9,TRT2330,MCC4829
1743,52220754,8983.6602,4,TRT7010,MCC6011
1744,52220754,-6737.75,4,TRT1030,MCC4814
1745,52220754,-2245.9199,4,TRT1030,MCC4814
1746,52220754,67377.469,8,TRT7070,MCC6010
1747,52220754,-67377.469,9,TRT2010,MCC6011
1748,52220754,67377.469,12,TRT7070,MCC6010
1749,52220754,-1706.9,12,TRT1010,MCC5411
1750,52220754,-11228.23,15,TRT1110,MCC5541
1751,52220754,-12488.86,16,TRT1010,MCC5411
1752,52220754,-5316.0801,5,TRT1110,MCC5411
1753,52220754,-20067.26,7,TRT1010,MCC5912
1754,52220754,-7254.3101,13,TRT1010,MCC5541
1755,52220754,-5816.9199,14,TRT1110,MCC5411
1756,52220754,-1118.47,9,TRT1010,MCC5499
1757,52220754,-2245.9199,10,TRT2010,MCC6011
1758,52220754,336887.38,17,TRT7070,MCC6010
1759,52220754,-2448.05,17,TRT1010,MCC5411
1760,52220754,-314428.22,17,TRT2010,MCC6011
1761,52220754,-5861.8398,10,TRT1110,MCC5812
1762,52220754,-15721.41,15,TRT2010,MCC6011
1763,52220754,6737.75,10,TRT7070,MCC6010
1764,52220754,-5109.46,16,TRT1010,MCC5541
1765,52220754,2245.9199,5,TRT7070,MCC6010
1766,52220754,-2306.5601,5,TRT1010,MCC5499
1767,52220754,336887.38,9,TRT7070,MCC6010
1768,52220754,-336887.38,10,TRT2010,MCC6011
1769,52220754,11229.58,19,TRT7070,MCC6010
1770,52220754,-7860.71,19,TRT1010,MCC5541
1771,52220754,-1796.73,6,TRT1110,MCC5411
1772,52220754,-2245.9199,7,TRT2010,MCC6011
1773,52220754,89836.633,11,TRT7070,MCC6010
1774,52220754,-89836.633,11,TRT2010,MCC6011
1775,52220754,-826497.0,16,TRT2330,MCC4829
1776,52220754,-1122957.9,16,TRT2010,MCC6011
1777,52220754,44918.32,12,TRT7070,MCC6010
1778,52220754,-16237.97,12,TRT1010,MCC5912
1779,52220754,-4738.8799,16,TRT1110,MCC5411
1780,52220754,-1796.73,17,TRT1010,MCC5921
1781,52220754,-15788.79,10,TRT1110,MCC5541
1782,52220754,-1796.73,6,TRT1110,MCC5411
1783,52220754,-1796.73,15,TRT1010,MCC5411
1784,52220754,22459.16,16,TRT7070,MCC6010
1785,52220754,-7254.3101,13,TRT1010,MCC5541
1786,52220754,-4896.1001,13,TRT1110,MCC5411
1787,52220754,-5996.6001,14,TRT1110,MCC5411
1788,52220754,-426.72,9,TRT1110,MCC5411
1789,52220754,-3934.8401,13,TRT1010,MCC5411
1790,52220754,-1798.98,17,TRT1010,MCC5411
1791,52220754,67377.469,18,TRT7070,MCC6010
1792,52220754,-65131.559,18,TRT2010,MCC6011
1793,52220754,-1998.87,5,TRT1110,MCC5541
1794,52220754,6850.04,15,TRT7070,MCC6010
1795,52220754,6737.75,16,TRT7070,MCC6010
1796,52220754,-7218.3701,16,TRT1010,MCC5499
1797,52220754,-1185.84,5,TRT1010,MCC5411
1798,52220754,-1796.73,11,TRT1010,MCC5411
1799,52220754,-1796.73,18,TRT1010,MCC5411
